name,url,rating,address,description,latitude,longitude
Charmant et lumineux appartement,https://www.booking.com/hotel/fr/charmant-et-lumineux-appartement.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9tb250cGVsbGllckgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiRiYjU3ZGE3MS0yZjVmLTQ0ZTgtOGI0Mi1mMzk1Zjk1ODA1NzjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=4b4d7200257000ad&srepoch=1718727170&from=searchresults,9.2,"29 Rue Chaptal, 34000 Montpellier, France","In a central area of Montpellier, located within a short distance of Montpellier Cathedral of Saint Peter and Montpellier National Opera, Charmant et lumineux appartement offers free WiFi, air conditioning and household amenities such as a fridge and coffee machine. This recently renovated apartment is located 1.3 km from Place de la Comédie and 3.3 km from GGL Stadium. The property is non-smoking and is set 3.4 km from Montpellier Town Hall.

This apartment comes with 1 bedroom, a kitchen with a microwave and a toaster, a flat-screen TV, a seating area and 1 bathroom equipped with a shower. Towels and bed linen are featured in the apartment. For added privacy, the accommodation features a private entrance.

The Corum is 1.7 km from the apartment, while Fabre Museum is 1.4 km away. The nearest airport is Montpellier - Mediterranee Airport, 12 km from Charmant et lumineux appartement.",43.6047085,3.8697061
OVELIA Montpellier - Les Balcons de Montcalm,https://www.booking.com/hotel/fr/ovelia-montpellier-les-balcons-de-montcalm.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9tb250cGVsbGllckgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiRiYjU3ZGE3MS0yZjVmLTQ0ZTgtOGI0Mi1mMzk1Zjk1ODA1NzjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=4b4d7200257000ad&srepoch=1718727170&from=searchresults,8.7,"18 Rue de Claret, 34070 Montpellier, France","OVELIA Montpellier - Les Balcons de Montcalm is situated in Montpellier, 1.5 km from Montpellier National Opera, 1.6 km from Montpellier Cathedral of Saint Peter, and 1.9 km from Place de la Comédie. The property is located 2.9 km from GGL Stadium, 3.3 km from Montpellier Town Hall and 3.6 km from The Corum. Private parking can be arranged at an extra charge.

Featuring a private bathroom, units at the apartment complex also feature free WiFi.

Fabre Museum is 1.9 km from the apartment, while Odysseum Shopping Centre is 5.5 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 10 km from OVELIA Montpellier - Les Balcons de Montcalm.",43.6048583,3.8634255
le balcon de Saint Roch,https://www.booking.com/hotel/fr/roucher.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9tb250cGVsbGllckgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiRiYjU3ZGE3MS0yZjVmLTQ0ZTgtOGI0Mi1mMzk1Zjk1ODA1NzjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=4b4d7200257000ad&srepoch=1718727170&from=searchresults,8.5,"32 Rue Roucher, 34000 Montpellier, France","Right in the centre of Montpellier, situated within a short distance of Montpellier National Opera and Place de la Comédie, le balcon de Saint Roch offers free WiFi, air conditioning and household amenities such as an oven and coffee machine. Boasting free shuttle service, this property also provides guests with a sun terrace. The property is non-smoking and is set 700 metres from Montpellier Cathedral of Saint Peter.

The apartment has 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a balcony with city views. For added privacy, the accommodation has a private entrance and soundproofing.

Montpellier Town Hall is 2.6 km from the apartment, while The Corum is 1 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 9 km from le balcon de Saint Roch.",43.60798576,3.87482351
Studio coeur de ville et au calme (1),https://www.booking.com/hotel/fr/studio-coeur-de-ville-et-au-calme-1-montpellier.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9tb250cGVsbGllckgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiRiYjU3ZGE3MS0yZjVmLTQ0ZTgtOGI0Mi1mMzk1Zjk1ODA1NzjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=4b4d7200257000ad&srepoch=1718727170&from=searchresults,8.3,"7 Rue du Général Claparède, 34000 Montpellier, France","Set in the centre of Montpellier, just 800 metres from Montpellier National Opera and 1.1 km from Place de la Comédie, Studio coeur de ville et au calme (1) offers accommodation with quiet street views and free WiFi. The property is around 2.9 km from Montpellier Town Hall, 1.4 km from The Corum and 1.1 km from Fabre Museum. The property is non-smoking and is located less than 1 km from Montpellier Cathedral of Saint Peter.

The apartment has 1 bedroom, a flat-screen TV, a fully equipped kitchenette with a microwave and a toaster, and 1 bathroom with a shower. Towels and bed linen are offered in the apartment. For added privacy, the accommodation features a private entrance.

GGL Stadium is 3.6 km from the apartment, while Odysseum Shopping Centre is 5.2 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 10 km from Studio coeur de ville et au calme (1).",43.6079857,3.8701237
Jacques III d'aragon,https://www.booking.com/hotel/fr/jacques-iii-d-aragon.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9tb250cGVsbGllckgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiRiYjU3ZGE3MS0yZjVmLTQ0ZTgtOGI0Mi1mMzk1Zjk1ODA1NzjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=4b4d7200257000ad&srepoch=1718727170&from=searchresults,9.4,"10 Rue de l'Argenterie, 34000 Montpellier, France","Offering inner courtyard views, Jacques III d'aragon is an accommodation located in Montpellier, 700 metres from The Corum and 500 metres from Fabre Museum. It is set 400 metres from Place de la Comédie and offers luggage storage space. The property is 100 metres from the city centre and 600 metres from Montpellier Cathedral of Saint Peter.

With free WiFi, this 1-bedroom apartment provides a cable flat-screen TV and a kitchenette with an oven and microwave. Towels and bed linen are provided in the apartment. For added privacy, the accommodation features a private entrance.

Montpellier Town Hall is 5.5 km from the apartment, while Agrolpolis International is 5.9 km away. The nearest airport is Montpellier - Mediterranee Airport, 11 km from Jacques III d'aragon.",43.60925165,3.8776916
"Le petit Saint Jean T2, Clim, Centre historique",https://www.booking.com/hotel/fr/le-petit-saint-jean-t2-clim-centre-historique.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9tb250cGVsbGllckgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiRiYjU3ZGE3MS0yZjVmLTQ0ZTgtOGI0Mi1mMzk1Zjk1ODA1NzjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=4b4d7200257000ad&srepoch=1718727170&from=searchresults,7.7,"8 Rue du Petit Saint-Jean, 34000 Montpellier, France","Right in the heart of Montpellier, situated within a short distance of Montpellier National Opera and Place de la Comédie, Le petit Saint Jean T2, Clim, Centre historique offers free WiFi, air conditioning and household amenities such as a toaster and coffee machine. The property has inner courtyard views and is 1 km from The Corum and 800 metres from Fabre Museum. The property is non-smoking and is located 2.3 km from Montpellier Town Hall.

This apartment features 1 bedroom, a kitchen with an oven and a microwave, a flat-screen TV, a seating area and 1 bathroom. Towels and bed linen are available in the apartment. At the apartment, there is a dressing room for guests to change in.

Dining options are available close to Le petit Saint Jean T2, Clim, Centre historique.

Montpellier Cathedral of Saint Peter is 700 metres from the accommodation, while Odysseum Shopping Centre is 4.4 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 9 km from Le petit Saint Jean T2, Clim, Centre historique.",43.6080942,3.8753738
ibis Grenoble Centre Bastille,https://www.booking.com/hotel/fr/ibis-grenoble-centre.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from_sustainable_property_sr=1&from=searchresults,7.2,"5 rue Miribel - Tramway Victor Hugo, 38000 Grenoble, France","Located in the centre of Grenoble, ibis Grenoble Centre offers a 24-hour reception bar and free Wi-Fi access throughout. Victor Hugo Tramway is situated outside the hotel and the Bastille Cable Car is 500 metres away.

All rooms are air-conditioned and feature a flat-screen TV with cable channels, a wardrobe, a desk and a telephone. The en suite bathroom includes a hairdryer and free toiletries.

A buffet breakfast composed of sweet and savoury dishes such as eggs, fruit salad, yogurts and juices is served every day. Pastries baked on site and fresh French Madeleine cakes are also on offer, as well as a hot beverage and a piece of fruit to take away. Outside of regular breakfast hours guests can also enjoy a lighter option, available from 04:00.

Additional features include luggage storage, daily newspapers and an elevator. Victor Hugo Square is 100 metres away and private parking is possible on site.",45.19052518,5.72641228
Garden in the city - Train station/City center,https://www.booking.com/hotel/fr/garden-in-the-city-train-station-city-center.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,9.3,"35 Rue Revol, 38000 Grenoble, France","Garden in the city - Train station/City center, a property with a garden and a terrace, is situated in Grenoble, 700 metres from WTC Grenoble, 6.6 km from AlpExpo, as well as 3 km from Alps Stadium. The property is set 5.3 km from The Bastille Grenoble, 6.8 km from Summum and 32 km from Col de Parménie. Free WiFi is available throughout the property and Grenoble Train Station is 600 metres away.

The 2-bedroom apartment features a living room with a flat-screen TV, a fully equipped kitchen with a dishwasher and an oven, and 1 bathroom with a hair dryer. Towels and bed linen are available in the apartment. The accommodation is non-smoking.

During the colder months, guests can enjoy winter sports in the surrounding area.

The nearest airport is Alpes–Isère Airport, 45 km from the apartment.",45.189766,5.707985
Appartement cosy dans les rues piétonnes,https://www.booking.com/hotel/fr/studio-entierement-renove-dans-les-rue-pietonnes.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from=searchresults,9.3,"14 Rue Saint-Jacques, 38000 Grenoble, France","In the Grenoble City Centre district of Grenoble, close to WTC Grenoble, Appartement cosy dans les rues piétonnes has free WiFi and a washing machine. The property is around 5.4 km from AlpExpo, 1.3 km from Alps Stadium and 2 km from The Bastille Grenoble. The property is 200 metres from the city centre and 1.3 km from Grenoble Train Station.

The apartment is composed of 1 bedroom, a fully equipped kitchen, and 1 bathroom. A flat-screen TV is offered. The accommodation is non-smoking.

During the colder months, guests can enjoy winter sports in the surrounding area.

Summum is 5.6 km from the apartment, while Col de Parménie is 34 km from the property. The nearest airport is Alpes–Isère Airport, 47 km from Appartement cosy dans les rues piétonnes.",45.1896541,5.7279924
Adagio Grenoble Centre,https://www.booking.com/hotel/fr/hipark.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCgeTGswbAAgHSAiQ2ODI2NDg0OC05YzI5LTRjOTctYjdiZS1hZDBkZjNlMWI4NzfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=be4c72004e8101b9&srepoch=1718727171&from_sustainable_property_sr=1&from=searchresults,7.3,"6 rue Auguste Genin, 38000 Grenoble, France","Adagio Grenoble Centre is located in the Europole business district of Grenoble, a 5-minute walk from the city’s TGV Train Station and a 10-minute walk from the city centre. With studios and suites, it offers free WiFi access, a fitness room and a sauna.

All the contemporary studios and suites are equipped with interactive TV and a fully equipped kitchen.

Adagio Grenoble Centre serves a daily continental breakfast as well as full concierge services.

Grenobles old town and Notre Dame Cathedral are within easy walking distance. The A480 motorway is 1.3 kilometres away for guests exploring the Rhone-Alpes region by car.",45.18960902,5.7121785
